text,emotion
Nothing feels the same since the process occurred. Just needed to share this.,Sad
I am heartbroken.,Sad
"Somehow, Getting the outcome was a dream come true, I'm overjoyed.",Happy
"Right now, Nothing feels the same since work occurred. And that's just how it is.",Sad
Losing he has left a hole in my heart that won't heal. I'm still processing everything.,Sad
I've tried to move on but every little thing brings me back to the grief and it's exhausting.,Sad
I am boiling inside.,Anger
Nothing feels the same since the results occurred. I'll figure it out.,Sad
I am not laughing.,Sad
I am profoundly enraged.,Anger
"Right now, My heart is full of joy after what happened with the presentation. Just needed to share this.",Happy
"At this point, I'm not overreacting, my neighbor genuinely behaved maddening.",Anger
"To be honest, I slammed the door so hard when my boss said that ridiculous thing. Just needed to share this.",Anger
I feel okay right now.,Normal
I am not doing well.,Sad
This is straight up infuriating.,Anger
I need to vent — I danced around the room when I heard the amazing news.,Happy
"Thinking about it now, The world feels grey and meaningless since the outcome. It is what it is.",Sad
I am completely devastated.,Sad
I am normal.,Normal
I am broken inside.,Sad
No one told me but I talked briefly with my coworker about the upcoming plans. I don't know what to do.,Normal
I am sorrowful.,Sad
I am in a good mood.,Happy
I don't feel fine.,Sad
"Somehow, This is absolutely maddening, I'm so furious right now. I don't know what to do.",Anger
I am not feeling strongly.,Normal
"Honestly, I'm beaming with pride over what I accomplished with the situation.",Happy
I am supremely happy.,Happy
I just realized I can't stand how she always acts so thoughtless. I'll figure it out.,Anger
I just realized my coworker never listens and it drives me absolutely insane. Just needed to share this.,Anger
I've been crying all day thinking about work. And that's just how it is.,Sad
"Looking back, The grief I feel from the project is overwhelming me. It is what it is.",Sad
"Honestly, Getting the competition was a dream come true, I'm overjoyed. It's just too much.",Happy
"Everything reminds me of she and the pain comes flooding back. Life goes on, I suppose.",Sad
"Somehow, The sheer nerve of she to do that after everything I've done. Just needed to share this.",Anger
I need to vent — I took the usual route to the situation this morning. I don't know what to do.,Normal
"Right now, I just sat in the dark, too sad to move or do anything. I don't know what to do.",Sad
"Honestly, I'm so frustrated with the competition, it makes my blood boil. I'm still processing everything.",Anger
"At this point, I feel hopeless and don't know how things will ever get better.",Sad
I feel hopeless.,Sad
I am livid.,Anger
"Somehow, I went to the store today to pick up a few things we needed. It's just too much.",Normal
"Thinking about it now, There wasn't much happening today, just the usual routine. I needed to get that off my chest.",Normal
"Right now, I wish I could turn back time and prevent the decision from happening.",Sad
"Right now, I feel so empty and hollow inside after what happened. I'm still processing everything.",Sad
I am incredibly joyful.,Happy
"To be honest, This whole the competition is a disaster and I'm absolutely fuming.",Anger
I always knew that The smile on my face hasn't faded since the deadline happened. It's just too much.,Happy
"Looking back, I'm so angry I can barely think straight right now. Life goes on, I suppose.",Anger
I got the the situation I've been working towards and I'm ecstatic! It's just too much.,Happy
"To be honest, I am absolutely seething at what my neighbor just did. Just needed to share this.",Anger
I just realized my teammate was my whole world and now I don't know who I am. I don't know what to do.,Sad
My heart aches deeply and I don't know how to stop the pain. It's just too much.,Sad
"I have to say, I read a book for a bit before going to bed last night.",Normal
I want to bottle this feeling and keep it with me forever.,Happy
I always knew that My eyes are swollen from all the crying I've done this week. I don't know what to do.,Sad
I feel like giving up.,Sad
"Right now, I prepared a simple meal and watched some television. It's just too much.",Normal
"At this point, my friend told me they love me and I felt like I was floating. Life goes on, I suppose.",Happy
I don't feel happy.,Sad
I am absolutely livid.,Anger
"At this point, I threw the papers across the room when I heard the news. Just needed to share this.",Anger
"I always knew that How dare she treat me this way, I'm beyond angry. I needed to get that off my chest.",Anger
I felt a rush of anger and then immediately felt ashamed of it.,Anger
"Honestly, I slammed the door so hard when my supervisor said that ridiculous thing. Just needed to share this.",Anger
No one told me but That was the most selfish thing my mentor could have ever done.,Anger
I am full of rage.,Anger
I am irate.,Anger
"Not good, not bad.",Normal
Neutral.,Normal
Why do I feel nothing?,Normal
"Somehow, I'm beaming with pride over what I accomplished with the exam. And that's just how it is.",Happy
I am depressed.,Sad
"To be honest, my boss surprised me today and I couldn't stop smiling all day.",Happy
"I have to say, I'm so mad I haven't been able to sleep thinking about the proposal. And that's just how it is.",Anger
I feel indifferent.,Normal
"I have to say, I hugged he tight and felt so much love and warmth. It is what it is.",Happy
I am just doing my thing.,Normal
"Honestly, The afternoon was quiet and I got some reading done. Life goes on, I suppose.",Normal
"No one told me but Today was such a wonderful day, everything went perfectly. I'll figure it out.",Happy
"Looking back, Every little thing today felt magical and full of possibility. It's just too much.",Happy
"Thinking about it now, I shared the good news with they and we celebrated together. I'm still processing everything.",Happy
I just realized my teammate never listens and it drives me absolutely insane.,Anger
